Common Name,Scientific Name,ESA Listing Status,Is Foreign?,Taxonomic Family,Taxonomic Group,Taxonomic Kingdom
Angled riffleshell,Epioblasma biemarginata,Resolved Taxon,FALSE,Unionidae,Clams,Animal
Angular Dwarf crayfish,Cambarellus lesliei,Under Review,FALSE,Cambaridae,Crustaceans,Animal
Angular pebblesnail,Somatogyrus biangulatus,Species of Concern,FALSE,Hydrobiidae,Snails,Animal
Angulated tortoise,Geochelone yniphora,Endangered,TRUE,Testudinidae,Reptiles,Animal
'Anianiau,Hemignathus parvus,Species of Concern,FALSE,Fringillidae,Birds,Animal
Animas minute moss beetle,Limnebius aridus,Species of Concern,FALSE,Hydraenidae,Insects,Animal
animas mountains tubeshell,holospira animasensis,Resolved Taxon,FALSE,urocoptidae,Snails,Animal
Animas Peak Woodlandsnail,Ashmunella animasensis,Resolved Taxon,FALSE,Polygyridae,Snails,Animal
Animas southern pocket gopher,Thomomys umbrinus emotus,Resolved Taxon,FALSE,Geomyidae,Mammals,Animal
Animas Talussnail,Sonorella animasensis,Resolved Taxon,FALSE,Helminthoglyptidae,Snails,Animal
Anjouan Island sparrowhawk,Accipiter francesii pusillus,Endangered,TRUE,Accipitridae,Birds,Animal
Anjouan scops owl,Otus rutilus capnodes,Endangered,TRUE,Strigidae,Birds,Animal
Annectans rhopalid bug,Ithamar annectans,Species of Concern,FALSE,Rhopalidae,Insects,Animal
Annointed sallow noctuid moth,Pyreferra ceromatica,Species of Concern,FALSE,Noctuidae,Insects,Animal
Anomalous spring amphipod,Crangonyx anomalus,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
Anomalous yellow-faced bee,Hylaeus anomala,Species of Concern,FALSE,Hylaeidae,Insects,Animal
A Notodontid moth,Crinodes mcfarlandi,Resolved Taxon,FALSE,notodontidae,Insects,Animal
A Notodontid moth,Heterocampa sp. 1 nr. amanda,Resolved Taxon,FALSE,notodontidae,Insects,Animal
A Notodontid moth,Litodonta sp. 1 nr. alpina,Resolved Taxon,FALSE,notodontidae,Insects,Animal
A Notodontid moth,ursia species,Status Undefined,FALSE,notodontidae,Insects,Animal
A Notodontid Moth,Heterocampa rufinans,Resolved Taxon,FALSE,Notodontidae,Insects,Animal
Antelope Island pocket gopher,Thomomys umbrinus nesophilus,Species of Concern,FALSE,Geomyidae,Mammals,Animal
Anthony blister beetle,Lytta mirifica,Species of Concern,FALSE,Meloidae,Insects,Animal
Anthony Peak lupine,Lupinus antoninus,Species of Concern,FALSE,Fabaceae,Flowering Plants,Plant
Anthony's riversnail,Athearnia anthonyi,"Experimental Population, Non-Essential",FALSE,Pleuroceridae,Snails,Animal
Anthony's riversnail,Athearnia anthonyi,Endangered,FALSE,Pleuroceridae,Snails,Animal
Anthony's riversnail,Athearnia anthonyi,"Experimental Population, Non-Essential",FALSE,Pleuroceridae,Snails,Animal
Anthricinan yellow-faced bee,Hylaeus anthracinus,Endangered,FALSE,Hylaeidae,Insects,Animal
Antillean Mango,Anthracothorax dominicus,Species of Concern,FALSE,Trochilidae,Birds,Animal
Antioch andrenid bee,Perdita scitula antiochensis,Species of Concern,FALSE,Andrenidae,Insects,Animal
Antioch cophuran robberfly,Cophura hurdi,Species of Concern,FALSE,Asilidae,Insects,Animal
Antioch Dunes anthicid,Anthicus antiochensis,Species of Concern,FALSE,Anthicidae,Insects,Animal
Antioch Dunes evening-primrose,Oenothera deltoides ssp. howellii,Endangered,FALSE,Onagraceae,Flowering Plants,Plant
Antioch Dunes shieldback katydid,Neduba extincta,Resolved Taxon,FALSE,Tettigoniidae,Insects,Animal
Antioch Dune weevil,Dysticheus rotundicollis,Resolved Taxon,FALSE,Curculionidae,Insects,Animal
Antioch efferian robberfly,Efferia antiochi,Species of Concern,FALSE,Asilidae,Insects,Animal
Antioch mutillid wasp,Myrmosula pacifica,Species of Concern,FALSE,Mutillidae,Insects,Animal
Antioch potter wasp,Microdynerus arenicolus,Resolved Taxon,FALSE,Eumenidae,Insects,Animal
Antioch sphecid wasp,Philanthus nasalis,Species of Concern,FALSE,Sphecidae,Insects,Animal
`Anunu,Sicyos albus,Endangered,FALSE,Cucurbitaceae,Flowering Plants,Plant
`Anunu,Sicyos cucumerinus,Species of Concern,FALSE,Cucurbitaceae,Flowering Plants,Plant
`Anunu,Sicyos macrophyllus,Endangered,FALSE,Cucurbitaceae,Flowering Plants,Plant
Anza Borrego blind harvestman,Sitalcina borregoensis,Resolved Taxon,FALSE,Phalangodidae,Arachnids,Animal
Apache Pass rubberweed,Hymenoxys ambigens var. floribunda,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Apache silverspot butterfly,Speyeria nokomis apacheana,Resolved Taxon,FALSE,Nymphalidae,Insects,Animal
Apache Talussnail,Sonorella apache,Resolved Taxon,FALSE,Helminthoglyptidae,Snails,Animal
Apache trout,Oncorhynchus apache,Threatened,FALSE,Salmonidae,Fishes,Animal
Apache wild-buckwheat,Eriogonum apachense,Species of Concern,FALSE,Polygonaceae,Flowering Plants,Plant
Apalachicola doll's daisy,Boltonia apalachicolensis,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Apalachicola floater,Anodonta heardi,Status Undefined,FALSE,Unionidae,Clams,Animal
Apalachicola king snake,Lampropeltis getula meansi,Under Review,FALSE,Colubridae,Reptiles,Animal
Apalachicola rosemary,Conradina glabra,Endangered,FALSE,Lamiaceae,Flowering Plants,Plant
Apalachicola twilight skimmer,Neurocordulia clara,Species of Concern,FALSE,Corduliidae,Insects,Animal
Apalachicola wild indigo,Baptisia megacarpa,Under Review,FALSE,Fabaceae,Flowering Plants,Plant
Apapane,Himatione sanguinea,Species of Concern,FALSE,Fringillidae,Birds,Animal
Apaporis River caiman,Caiman crocodilus apaporiensis,Endangered,TRUE,Alligatoridae,Reptiles,Animal
Apennine chamois,Rupicapra rupicapra ornata,Endangered,TRUE,Bovidae,Mammals,Animal
Aphanisma,Aphanisma blitoides,Species of Concern,FALSE,Chenopodiaceae,Flowering Plants,Plant
Aphodius tortoise commensal scarab,Aphodius troglodytes,Species of Concern,FALSE,Scarabaeidae,Insects,Animal
(Aphrastochthonius) pseudoscorpion,aphrastochthonius,Species of Concern,FALSE,Chthonidae,Arachnids,Animal
Aplokating-palaoan,Psychotria malaspinae,Endangered,FALSE,Rubiaceae,Flowering Plants,Plant
Apoda,Pelea parvifolia apoda,Resolved Taxon,FALSE,Rutaceae,Flowering Plants,Plant
Appalachian Adder's-mouth,Malaxis bayardii,Species of Concern,FALSE,Orchidaceae,Flowering Plants,Plant
Appalachian Bewick's wren,Thryomanes bewickii altus,Species of Concern,FALSE,Troglodytidae,Birds,Animal
Appalachian Cave crayfish,Orconectes packardi,Status Undefined,FALSE,Cambaridae,Crustaceans,Animal
Appalachian cottontail rabbit,Sylvilagus obscurus,Status Undefined,FALSE,Leporidae,Mammals,Animal
Appalachian dust bunnies,Lepraria lanata,Species of Concern,FALSE,Stereocaulaceae,Lichens,Plant
Appalachian elktoe,Alasmidonta raveneliana,Endangered,FALSE,Unionidae,Clams,Animal
Appalachian Fissidens moss,Fissidens appalachensis,Status Undefined,FALSE,Fissidentaceae,Ferns and Allies,Plant
Appalachian monkeyface (pearlymussel),Quadrula sparsa,Endangered,FALSE,Unionidae,Clams,Animal
Appalachian monkeyface (pearlymussel),Quadrula sparsa,"Experimental Population, Non-Essential",FALSE,Unionidae,Clams,Animal
Appalachian snaketail,Ophiogomphus incurvatus,Status Undefined,FALSE,Gomphidae,Insects,Animal
Appalachian Valley cave amphipod,Crangonyx antennatus,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
Applegate's milk-vetch,Astragalus applegatei,Endangered,FALSE,Fabaceae,Flowering Plants,Plant
Applegate stonecrop,Sedum oblanceolatum,Species of Concern,FALSE,Crassulaceae,Flowering Plants,Plant
Aqua Dulce Talussnail,Sonorella meadi,Resolved Taxon,FALSE,Helminthoglyptidae,Snails,Animal
Aquarius paintbrush,Castilleja aquariensis,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Aquatic box turtle,Terrapene coahuila,Endangered,TRUE,Emydidae,Reptiles,Animal
Aquatic snail,valvata mergella,Species of Concern,FALSE,valvatidae,Snails,Animal
Arabian gazelle,Gazella gazella,Endangered,TRUE,Bovidae,Mammals,Animal
Arabian oryx,Oryx leucoryx,Endangered,TRUE,Bovidae,Mammals,Animal
Arabian ostrich,Struthio camelus syriacus,Endangered,TRUE,Struthionidae,Birds,Animal
Arabian tahr,Hemitragus jayakari,Endangered,TRUE,Bovidae,Mammals,Animal
Aransas short-tailed shrew,Blarina hylophaga plumbea,Species of Concern,FALSE,Soricidae,Mammals,Animal
Arapahoe snowfly,Arsapnia arapahoe,Resolved Taxon,FALSE,Capniidae,Insects,Animal
Aravaipa sage,Salvia amissa,Species of Concern,FALSE,Lamiaceae,Flowering Plants,Plant
Arbuckle Cave ground beetle,Horologion speokites,Species of Concern,FALSE,Carabidae,Insects,Animal
Archbold anomalan scarab,Anomala eximia,Species of Concern,FALSE,Scarabaeidae,Insects,Animal
Archer's toothed land snail,Fumonelix archeri,Resolved Taxon,FALSE,Polygyridae,Snails,Animal
Arctic grayling,Thymallus arcticus,Resolved Taxon,FALSE,Salmonidae,Fishes,Animal
Arctic peregrine Falcon,Falco peregrinus tundrius,Recovery,FALSE,Falconidae,Birds,Animal
Arctic sage,Artemisia senjavinensis,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Arctic Tern,Sterna paradisaea,Species of Concern,FALSE,Laridae,Birds,Animal
Arctiidae arctia,Arctia speciesone,Under Review,FALSE,Erebidae,Insects,Animal
Arcuate bush mallow,malacothamnus arcuatus,Species of Concern,FALSE,malvaceae,Flowering Plants,Plant
Arduous eopenthes click beetle,Eopenthes arduus,Species of Concern,FALSE,Elateridae,Insects,Animal
Argali,Ovis ammon,Endangered,TRUE,Bovidae,Mammals,Animal
Argali,Ovis ammon,Threatened,TRUE,Bovidae,Mammals,Animal
Argentine angelshark,Squatina argentina,Endangered,FALSE,Squatinidae,Fishes,Animal
Argo ephemerellan mayfly,Ephemerella argo,Species of Concern,FALSE,Ephemerellidae,Insects,Animal
Argyle Canyon Phacelia,Phacelia argylensis,Resolved Taxon,FALSE,Hydrophyllaceae,Flowering Plants,Plant
Arid northern clarkia,Clarkia borealis arida,Species of Concern,FALSE,Onagraceae,Flowering Plants,Plant
Arizona agave,Agave arizonica,Original Data in Error - Not a listable entity,FALSE,Agavaceae,Flowering Plants,Plant
Arizona Bell's vireo,Vireo bellii arizonae,Resolved Taxon,FALSE,Vireonidae,Birds,Animal
Arizona black-tailed prairie dog,Cynomys ludovicianus arizonensis,Species of Concern,FALSE,Sciuridae,Mammals,Animal
Arizona brome,Bromus arizonicus,Resolved Taxon,FALSE,Poaceae,Flowering Plants,Plant
Arizona bugbane,Cimicifuga arizonica,Resolved Taxon,FALSE,Ranunculaceae,Flowering Plants,Plant
Arizona cave amphipod,Stygobromus arizonensis,Resolved Taxon,FALSE,Crangonyctidae,Crustaceans,Animal
Arizona Cliffrose,Purshia (=Cowania) subintegra,Endangered,FALSE,Rosaceae,Flowering Plants,Plant
Arizona eryngo,Eryngium sparganophyllum,Proposed Endangered,FALSE,Apiaceae,Flowering Plants,Plant
Arizona giant sand treader cricket,Daihinibaenetes arizonensis,Species of Concern,FALSE,Rhaphidophoridae,Insects,Animal
Arizona Gilbert's skink,Eumeces gilberti arizonensis,Species of Concern,FALSE,Scincidae,Reptiles,Animal
Arizona hedgehog cactus,Echinocereus arizonicus ssp. arizonicus,Endangered,FALSE,Cactaceae,Flowering Plants,Plant
Arizona leatherflower,Clematis hirsutissima arizonica,Resolved Taxon,FALSE,Ranunculaceae,Flowering Plants,Plant
Arizona Monkshood,Aconitum infectum,Resolved Taxon,FALSE,Ranunculaceae,Flowering Plants,Plant
Arizona montane vole,Microtus montanus arizonensis,Resolved Taxon,FALSE,Muridae,Mammals,Animal
Arizona Myotis,Myotis occultus,Species of Concern,FALSE,Vespertilionidae,Mammals,Animal
Arizona night lizard,Xantusia vigilis arizonae,Resolved Taxon,FALSE,Xantusiidae,Reptiles,Animal
Arizona prickle-poppy,Argemone arizonica,Resolved Taxon,FALSE,Papaveraceae,Flowering Plants,Plant
Arizona ridge-nosed rattlesnake,Crotalus willardi willardi,Resolved Taxon,FALSE,Viperidae,Reptiles,Animal
Arizona shrew,Sorex arizonae,Species of Concern,FALSE,Soricidae,Mammals,Animal
Arizona star leaf,Choisya arizonica,Resolved Taxon,FALSE,Rutaceae,Flowering Plants,Plant
arizona striped whiptail,aspidoscelis arizonae,Under Review,FALSE,teiidae,Reptiles,Animal
Arizona toad,Bufo microscaphus microscaphus,Under Review,FALSE,Bufonidae,Amphibians,Animal
Arizona Treefrog,Hyla wrightorum,Resolved Taxon,FALSE,Hylidae,Amphibians,Animal
Arizona water penny,Psephenus arizonensis,Species of Concern,FALSE,Psephenidae,Insects,Animal
Arizona water shrew,Sorex palustris navigator,Resolved Taxon,FALSE,Soricidae,Mammals,Animal
Arizona wetsalts Tiger Beetle,Cicindela haemorrhagica arizonae,Resolved Taxon,FALSE,Carabidae,Insects,Animal
Arizona willow,Salix arizonica,Resolved Taxon,FALSE,Salicaceae,Flowering Plants,Plant
Arizona Woodpecker,Picoides arizonae,Species of Concern,FALSE,Picidae,Birds,Animal
Arizona yellow mud turtle,Kinosternon flavescens arizonense,Resolved Taxon,FALSE,Kinosternidae,Reptiles,Animal
Arkansas agapetus caddisfly,Agapetus medicus,Species of Concern,FALSE,Glossosomatidae,Insects,Animal
Arkansas darter,Etheostoma cragini,Resolved Taxon,FALSE,Percidae,Fishes,Animal
Arkansas fatmucket,Lampsilis powellii,Threatened,FALSE,Unionidae,Clams,Animal
Arkansas mudalia,Leptoxis arkansensis,Resolved Taxon,FALSE,Pleuroceridae,Snails,Animal
Arkansas River feverfew,Parthenium tetraneuris,Species of Concern,FALSE,Asteraceae,Flowering Plants,Plant
Arkansas River shiner,Notropis girardi,Threatened,FALSE,Cyprinidae,Fishes,Animal
Arkansas Wedge,Triodopsis occidentalis,Species of Concern,FALSE,Polygyridae,Snails,Animal
Armenian Whiskered Bat,Myotis hajastanicus,Under Review,TRUE,Vespertilionidae,Mammals,Animal
Armored rocksnail,Lithasia armigera,Species of Concern,FALSE,Pleuroceridae,Snails,Animal
Armored snail,Pyrgulopsis (=Marstonia) pachyta,Endangered,FALSE,Hydrobiidae,Snails,Animal
Aroostook sedge,Carex sterilis,Resolved Taxon,FALSE,Cyperaceae,Flowering Plants,Plant
Arroyo (=arroyo southwestern) toad,Anaxyrus californicus,Endangered,FALSE,Bufonidae,Amphibians,Animal
Arroyo chub,Gila orcuttii,Species of Concern,FALSE,Cyprinidae,Fishes,Animal
Arroyo de la Cruz manzanita,Arctostaphylos cruzensis,Species of Concern,FALSE,Ericaceae,Flowering Plants,Plant
Arroyo de la Cruz mariposa lily,Calochortus clavatus recurvifolius,Species of Concern,FALSE,Liliaceae,Flowering Plants,Plant
Arroyo Seco bush-mallow,Malacothamnus palmeri lucianus,Species of Concern,FALSE,Malvaceae,Flowering Plants,Plant
Artesian agapetus caddisfly,Agapetus artesus,Species of Concern,FALSE,Glossosomatidae,Insects,Animal
Aruba Island rattlesnake,Crotalus unicolor,Threatened,TRUE,Crotalidae,Reptiles,Animal
Ash-breasted tit-tyrant,Anairetes alpinus,Endangered,TRUE,Tyrannidae,Birds,Animal
Ash Creek ivesia,Ivesia paniculata,Species of Concern,FALSE,Rosaceae,Flowering Plants,Plant
Ashe's magnolia,Magnolia ashei,Species of Concern,FALSE,Magnoliaceae,Flowering Plants,Plant
Ash-grey paintbrush,Castilleja cinerea,Threatened,FALSE,Scrophulariaceae,Flowering Plants,Plant
Ashland Lupine,Lupinus aridus ssp. ashlandensis,Resolved Taxon,FALSE,Fabaceae,Flowering Plants,Plant
Ashland shrew,Sorex trigonirostris,Resolved Taxon,FALSE,Soricidae,Mammals,Animal
Ashland thistle,Cirsium ciliolatum,Resolved Taxon,FALSE,Asteraceae,Flowering Plants,Plant
Ash Meadows Amargosa pupfish,Cyprinodon nevadensis mionectes,Endangered,FALSE,Cyprinodontidae,Fishes,Animal
Ash Meadows blazingstar,Mentzelia leucophylla,Threatened,FALSE,Loasaceae,Flowering Plants,Plant
Ash Meadows gumplant,Grindelia fraxinipratensis,Threatened,FALSE,Asteraceae,Flowering Plants,Plant
Ash Meadows ivesia,Ivesia kingii var. eremica,Threatened,FALSE,Rosaceae,Flowering Plants,Plant
Ash Meadows ladies'-tresses,Spiranthes infernalis,Species of Concern,FALSE,Orchidaceae,Flowering Plants,Plant
Ash meadows milk-vetch,Astragalus phoenix,Threatened,FALSE,Fabaceae,Flowering Plants,Plant
Ash Meadows montane vole,Microtus montanus nevadensis,Species of Concern,FALSE,Muridae,Mammals,Animal
Ash Meadows naucorid,Ambrysus amargosus,Threatened,FALSE,Naucoridae,Insects,Animal
Ash Meadows pebblesnail,Pyrgulopsis erythropoma,Resolved Taxon,FALSE,Hydrobiidae,Snails,Animal
Ash Meadows poolfish,Empetrichthys merriami,Resolved Taxon,FALSE,Cyprinodontidae,Fishes,Animal
Ash Meadows speckled dace,Rhinichthys osculus nevadensis,Endangered,FALSE,Cyprinidae,Fishes,Animal
Ash Meadows sunray,Enceliopsis nudicaulis var. corrugata,Threatened,FALSE,Asteraceae,Flowering Plants,Plant
Ash penstemon,Penstemon cinicola,Resolved Taxon,FALSE,Scrophulariaceae,Flowering Plants,Plant
Ashy darter,Etheostoma cinereum,Resolved Taxon,FALSE,Percidae,Fishes,Animal
Ashy dogweed,Thymophylla tephroleuca,Endangered,FALSE,Asteraceae,Flowering Plants,Plant
Ashy phacelia,Phacelia distans,Species of Concern,FALSE,Hydrophyllaceae,Flowering Plants,Plant
Ashy spike-moss,selaginella cinerascens,Species of Concern,FALSE,selaginellaceae,Lichens,Plant
Ashy Storm-petrel,Oceanodroma homochroa,Resolved Taxon,FALSE,Hydrobatidae,Birds,Animal
Asian bonytongue,Scleropages formosus,Endangered,TRUE,Osteoglossidae,Fishes,Animal
Asian elephant,Elephas maximus,Endangered,TRUE,Elephantidae,Mammals,Animal
Asian golden (=Temmnick's) cat,Catopuma (=Felis) temminckii,Endangered,TRUE,Felidae,Mammals,Animal
Asian tapir,Tapirus indicus,Endangered,TRUE,Tapiridae,Mammals,Animal
Asian wild ass,Equus hemionus,Endangered,TRUE,Equidae,Mammals,Animal
Asplenium-leaved diellia,Asplenium dielerectum,Endangered,FALSE,Aspleniaceae,Ferns and Allies,Plant
A Spur-throat Grasshopper,Melanoplus magdalenae,Resolved Taxon,FALSE,Acrididae,Insects,Animal
Assimulans yellow-faced bee,Hylaeus assimulans,Endangered,FALSE,Hylaeidae,Insects,Animal
A stonefly,Capnia arapahoe,Resolved Taxon,FALSE,Capniidae,Insects,Animal
A stonefly,Sweltsa cristata,Resolved Taxon,FALSE,Chloroperlidae,Insects,Animal
Atascodero june beetle,Polyphylla nubila,Species of Concern,FALSE,Scarabaeidae,Insects,Animal
Athens long-horned caddisfly,Triaenodes phalacris,Resolved Taxon,FALSE,Leptoceridae,Insects,Animal
Atitlan grebe,Podilymbus gigas,Endangered,TRUE,Podicipedidae,Birds,Animal
Atlantic pigtoe,Fusconaia masoni,Threatened,FALSE,Unionidae,Clams,Animal
Atlantic puffin,Fratercula arctica,Species of Concern,FALSE,Alcidae,Birds,Animal
Atlantic salmon,Salmo salar,Endangered,FALSE,Salmonidae,Fishes,Animal
Atlantic salmon,Salmo salar,Resolved Taxon,FALSE,Salmonidae,Fishes,Animal
Atlantic salmon,Salmo salar,Resolved Taxon,FALSE,Salmonidae,Fishes,Animal
Atlantic salt marsh snake,Nerodia clarkii taeniata,Threatened,FALSE,Colubridae,Reptiles,Animal
Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Endangered,FALSE,Acipenseridae,Fishes,Animal
Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Endangered,FALSE,Acipenseridae,Fishes,Animal
Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Endangered,FALSE,Acipenseridae,Fishes,Animal
Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Threatened,FALSE,Acipenseridae,Fishes,Animal
Atlantic sturgeon,Acipenser oxyrinchus oxyrinchus,Endangered,FALSE,Acipenseridae,Fishes,Animal
Atlas pebblesnail,Somatogyrus humerosus,Species of Concern,FALSE,Hydrobiidae,Snails,Animal
Atossa fritillary,Speyeria adiaste atossa,Resolved Taxon,FALSE,Nymphalidae,Insects,Animal
Attwater's greater prairie-chicken,Tympanuchus cupido attwateri,Endangered,FALSE,Phasianidae,Birds,Animal
Atwood's catseye,Cryptantha atwoodii,Resolved Taxon,FALSE,Boraginaceae,Flowering Plants,Plant
Auburua Ranch jewelflower,Streptanthus insignis lyonii,Species of Concern,FALSE,Brassicaceae,Flowering Plants,Plant
Audouin's gull,Larus audouinii,Endangered,TRUE,Laridae,Birds,Animal
Audubon's crested caracara,Polyborus plancus audubonii,Threatened,FALSE,Falconidae,Birds,Animal
Audubon's oriole,Icterus graduacauda audubonii,Species of Concern,FALSE,Emberizidae,Birds,Animal
Audubon's Oriole,Icterus graduacauda,Species of Concern,FALSE,Icteridae,Birds,Animal
Audubon's Shearwater,Puffinus lherminieri,Species of Concern,FALSE,Procellariidae,Birds,Animal
Aukland Island rail,Rallus pectoralis muelleri,Endangered,TRUE,Rallidae,Birds,Animal
